DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust,Date,Adjusted
7/24/2012,TOTL,Total Kenya,12.65,18,15.5,15.8,15.55,15.45,0.1,0.64%,"5,200",-,,
7/25/2012,TOTL,Total Kenya,12.65,18,15.5,15.85,15.7,15.55,0.15,0.96%,"10,300",-,,
7/26/2012,TOTL,Total Kenya,12.65,18,15.5,16,15.95,15.7,0.25,1.57%,"25,600",-,,
7/27/2012,TOTL,Total Kenya,12.65,18,15.55,16,15.55,15.95,-0.4,2.57%,"1,500",-,,
7/30/2012,TOTL,Total Kenya,12.65,18,16,16,16,15.55,0.45,2.81%,"24,800",-,,
7/31/2012,TOTL,Total Kenya,12.65,18,16,17,16,16,-,-,"11,200",-,,
8/1/2012,TOTL,Total Kenya,12.65,18,16.5,17,16.85,16,0.85,5.04%,"2,300",-,,
8/2/2012,TOTL,Total Kenya,12.65,18,17.05,17.7,17.4,16.85,0.55,3.16%,"3,000",-,,
8/3/2012,TOTL,Total Kenya,12.65,18,16,17.4,16.9,17.4,-0.5,2.96%,"2,100",-,,
8/6/2012,TOTL,Total Kenya,12.65,18,16,17,16.5,16.9,-0.4,2.42%,"1,700",-,,
8/7/2012,TOTL,Total Kenya,12.65,18,16.45,17.2,16.8,16.5,0.3,1.79%,"2,200",-,,
8/8/2012,TOTL,Total Kenya,12.65,18,16.85,17.4,17.35,16.8,0.55,3.17%,"1,200",-,,
8/9/2012,TOTL,Total Kenya,12.65,18,16.25,16.25,16.25,17.35,-1.1,6.77%,"3,500",-,,
8/10/2012,TOTL,Total Kenya,12.65,18,17.35,17.4,17.35,16.25,1.1,6.34%,"54,000",-,,
8/13/2012,TOTL,Total Kenya,12.65,18,17.35,17.4,17.35,17.35,-,-,"7,600",-,,
8/14/2012,TOTL,Total Kenya,12.65,18,17,17.3,17.1,17.35,-0.25,1.46%,"1,300",-,,
8/15/2012,TOTL,Total Kenya,12.65,18,17.1,17.15,17.1,17.1,-,-,"4,600",-,,
8/16/2012,TOTL,Total Kenya,12.65,18,17,17.1,17,17.1,-0.1,0.59%,"5,400",-,,
8/17/2012,TOTL,Total Kenya,12.65,18,17,17.3,17.25,17,0.25,1.45%,"6,300",-,,
8/21/2012,TOTL,Total Kenya,12.65,18,17.2,18,17.95,17.25,0.7,3.90%,"6,600",-,,
8/22/2012,TOTL,Total Kenya,12.65,18,17.95,17.95,17.95,17.95,-,-,0,-,,
8/23/2012,TOTL,Total Kenya,12.65,18,17.2,17.3,17.25,17.95,-0.7,4.06%,"5,600",-,,
8/24/2012,TOTL,Total Kenya,12.65,18,17,17.1,17,17.25,-0.25,1.47%,"4,000",-,,
8/27/2012,TOTL,Total Kenya,12.65,18,17,17.15,17,17,-,-,"8,200",-,,
8/28/2012,TOTL,Total Kenya,12.65,18,16.8,17,16.95,17,-0.05,0.29%,"18,500",-,,
8/29/2012,TOTL,Total Kenya,12.65,18,16.2,17,16.8,16.95,-0.15,0.89%,"7,400",-,,
8/30/2012,TOTL,Total Kenya,12.65,18,16.2,16.2,16.2,16.8,-0.6,3.70%,"13,400",-,,
8/31/2012,TOTL,Total Kenya,12.65,18,16.2,16.2,16.2,16.2,-,-,"3,100",-,,
9/3/2012,TOTL,Total Kenya,12.65,18,15.5,16,15.9,16.2,-0.3,1.89%,"8,800",-,,
9/4/2012,TOTL,Total Kenya,12.65,18,15.5,15.5,15.5,15.9,-0.4,2.58%,"8,000",-,,
9/5/2012,TOTL,Total Kenya,12.65,18,15.9,15.9,15.9,15.5,0.4,2.52%,200,-,,
9/6/2012,TOTL,Total Kenya,12.65,18,15.5,15.9,15.5,15.9,-0.4,2.58%,"5,200",-,,
9/7/2012,TOTL,Total Kenya,12.65,18,15.85,15.85,15.85,15.5,0.35,2.21%,"32,000",-,,
9/10/2012,TOTL,Total Kenya,12.65,18,15.5,15.8,15.7,15.85,-0.15,0.96%,"3,500",-,,
9/11/2012,TOTL,Total Kenya,12.65,18,15.5,15.7,15.65,15.7,-0.05,0.32%,900,-,,
9/12/2012,TOTL,Total Kenya,12.65,18,15.1,15.3,15.15,15.65,-0.5,3.30%,"104,200",-,,
9/13/2012,TOTL,Total Kenya,12.65,18,15.6,15.6,15.6,15.15,0.45,2.88%,"4,800",-,,
9/14/2012,TOTL,Total Kenya,12.65,18,15.6,15.7,15.6,15.6,-,-,"33,400",-,,
9/17/2012,TOTL,Total Kenya,12.65,18,15.6,15.7,15.65,15.6,0.05,0.32%,500,-,,
9/18/2012,TOTL,Total Kenya,12.65,18,15.5,15.55,15.5,15.65,-0.15,0.97%,"3,500",-,,
9/19/2012,TOTL,Total Kenya,12.65,18,15.6,15.6,15.6,15.5,0.1,0.64%,"4,100",-,,
9/20/2012,TOTL,Total Kenya,12.65,18,15.6,15.6,15.6,15.6,-,-,0,-,,
9/21/2012,TOTL,Total Kenya,12.65,18,15.6,15.6,15.6,15.6,-,-,"3,200",-,,
9/24/2012,TOTL,Total Kenya,12.65,18,15.6,15.6,15.6,15.6,-,-,700,-,,
9/25/2012,TOTL,Total Kenya,12.65,18,15.7,16,15.8,15.6,0.2,1.27%,"3,000",-,,
9/26/2012,TOTL,Total Kenya,12.65,18,15.05,16,15.25,15.8,-0.55,3.61%,"20,300",-,,
9/27/2012,TOTL,Total Kenya,12.65,18,15,15.05,15,15.25,-0.25,1.67%,"17,200",-,,
9/28/2012,TOTL,Total Kenya,12.65,18,15,15.05,15,15,-,-,"13,500",-,,
10/1/2012,TOTL,Total Kenya,12.65,18,15.05,16,15.1,15,0.1,0.66%,"2,200",-,,
10/2/2012,TOTL,Total Kenya,12.65,18,15.05,15.55,15.2,15.1,0.1,0.66%,"2,700",-,,
10/3/2012,TOTL,Total Kenya,12.65,18,15.15,16,15.8,15.2,0.6,3.80%,"13,800",-,,
10/4/2012,TOTL,Total Kenya,12.65,18,15.05,15.5,15.45,15.8,-0.35,2.27%,"1,200",-,,
10/5/2012,TOTL,Total Kenya,12.65,18,15,15.5,15,15.45,-0.45,3.00%,"57,800",-,,
10/8/2012,TOTL,Total Kenya,12.65,18,14.5,15,14.95,15,-0.05,0.33%,"9,100",-,,
10/9/2012,TOTL,Total Kenya,12.65,18,14.5,15,14.95,14.95,-,-,"104,400",-,,
10/10/2012,TOTL,Total Kenya,12.65,18,14.9,14.95,14.9,14.95,-0.05,0.34%,"7,000",-,,
10/11/2012,TOTL,Total Kenya,12.65,18,14.9,15,14.9,14.9,-,-,"1,700",-,,
10/12/2012,TOTL,Total Kenya,12.65,18,14.9,15,14.95,14.9,0.05,0.33%,"44,000",-,,
10/15/2012,TOTL,Total Kenya,12.65,18,14.9,15,14.9,14.95,-0.05,0.34%,"11,000",-,,
10/16/2012,TOTL,Total Kenya,12.65,18,14.5,14.9,14.65,14.9,-0.25,1.71%,"8,900",-,,
10/17/2012,TOTL,Total Kenya,12.65,18,14.5,14.6,14.5,14.65,-0.15,1.03%,"51,600",-,,
10/18/2012,TOTL,Total Kenya,12.65,18,14.5,14.6,14.55,14.5,0.05,0.34%,"7,700",-,,
10/19/2012,TOTL,Total Kenya,12.65,18,14.55,14.9,14.55,14.55,-,-,"80,700",-,,
10/22/2012,TOTL,Total Kenya,12.65,18,14.5,14.5,14.5,14.55,-0.05,0.34%,"1,400",-,,
10/23/2012,TOTL,Total Kenya,12.65,18,14.05,14.5,14.25,14.5,-0.25,1.75%,"225,200",-,,
10/24/2012,TOTL,Total Kenya,13,18,14.3,14.3,14.3,14.2,0.1,0.70%,"8,500",-,,
10/25/2012,TOTL,Total Kenya,13,18,14.3,14.3,14.3,14.2,0.1,0.70%,"8,500",-,,
10/26/2012,TOTL,Total Kenya,13,18,13.6,14.9,14,14.3,-0.3,2.14%,"288,000",-,,
10/29/2012,TOTL,Total Kenya,13,18,14,14.4,14.3,14,0.3,2.10%,"8,900",-,,
10/30/2012,TOTL,Total Kenya,13,18,14,14.5,14.1,14.3,-0.2,1.42%,"21,600",-,,
10/31/2012,TOTL,Total Kenya,13,18,13.9,14,13.9,14.1,-0.2,1.44%,"2,000",-,,
11/1/2012,TOTL,Total Kenya,13,18,14,14,14,13.9,0.1,0.71%,600,-,,
11/2/2012,TOTL,Total Kenya,13,18,13.1,14,13.7,14,-0.3,2.19%,"22,000",-,,
11/5/2012,TOTL,Total Kenya,13,18,14,14,14,13.7,0.3,2.14%,"13,100",-,,
11/6/2012,TOTL,Total Kenya,13,18,14,14,14,14,-,-,"8,800",-,,
11/7/2012,TOTL,Total Kenya,13,18,14,14.4,14,14,-,-,"11,000",-,,
11/8/2012,TOTL,Total Kenya,13,18,13.9,14,13.9,14,-0.1,0.72%,"3,100",-,,
11/9/2012,TOTL,Total Kenya,13,18,13.85,13.95,13.85,13.9,-0.05,0.36%,"10,100",-,,
11/12/2012,TOTL,Total Kenya,13,18,13.85,14,13.85,13.85,-,-,"75,200",-,,
11/13/2012,TOTL,Total Kenya,13,18,13.7,14,13.85,13.85,-,-,"35,900",-,,
11/14/2012,TOTL,Total Kenya,13,18,13.9,14,13.9,13.85,0.05,0.36%,"13,800",-,,
11/15/2012,TOTL,Total Kenya,13,18,13.9,14,13.9,13.9,-,-,"4,200",-,,
11/16/2012,TOTL,Total Kenya,13,18,13.8,13.9,13.85,13.9,-0.05,0.36%,"4,100",-,,
11/19/2012,TOTL,Total Kenya,13,18,13.75,13.9,13.75,13.85,-0.1,0.73%,"5,100",-,,
11/20/2012,TOTL,Total Kenya,13,18,13.7,13.9,13.75,13.75,-,-,"201,100",-,,
11/21/2012,TOTL,Total Kenya,13,18,13.9,13.9,13.9,13.75,0.15,1.08%,700,-,,
11/22/2012,TOTL,Total Kenya,13,18,13.75,13.9,13.8,13.9,-0.1,0.72%,"4,200",-,,
11/23/2012,TOTL,Total Kenya,13,18,13.75,14,13.8,13.8,-,-,"5,200",-,,
11/26/2012,TOTL,Total Kenya,13,18,13.7,14,13.8,13.8,-,-,"12,800",-,,
11/27/2012,TOTL,Total Kenya,13,18,13.75,14,13.8,13.8,-,-,"14,700",-,,
11/28/2012,TOTL,Total Kenya,13,18,13.5,14,13.5,13.8,-0.3,2.22%,"6,000",-,,
11/29/2012,TOTL,Total Kenya,13,18,13.5,14,13.7,13.5,0.2,1.46%,"7,900",-,,
11/30/2012,TOTL,Total Kenya,13,18,13.05,13.7,13.3,13.7,-0.4,3.01%,"3,500",-,,
12/3/2012,TOTL,Total Kenya,13,18,13.5,13.8,13.75,13.3,0.45,3.27%,"14,000",-,,
12/4/2012,TOTL,Total Kenya,13,18,13.5,14,13.9,13.75,0.15,1.08%,"3,700",-,,
12/5/2012,TOTL,Total Kenya,13,18,13.6,13.9,13.65,13.9,-0.25,1.83%,"16,700",-,,
12/6/2012,TOTL,Total Kenya,13,18,13.6,13.9,13.7,13.65,0.05,0.36%,"15,900",-,,
12/7/2012,TOTL,Total Kenya,13,18,13.75,13.95,13.75,13.7,0.05,0.36%,"24,400",-,,
12/10/2012,TOTL,Total Kenya,13,18,13.9,14,13.9,13.75,0.15,1.08%,"2,200",-,,
12/11/2012,TOTL,Total Kenya,13,18,13.75,13.95,13.85,13.9,-0.05,0.36%,"11,100",-,,
12/13/2012,TOTL,Total Kenya,13,18,13.8,13.9,13.8,13.85,-0.05,0.36%,"1,000",-,,
12/14/2012,TOTL,Total Kenya,13,18,13.6,13.85,13.7,13.8,-0.1,0.73%,"7,300",-,,
12/17/2012,TOTL,Total Kenya,13,18,13.7,13.8,13.75,13.7,0.05,0.36%,"13,400",-,,
12/18/2012,TOTL,Total Kenya,13,18,13.6,13.75,13.7,13.75,-0.05,0.36%,"7,800",-,,
12/19/2012,TOTL,Total Kenya,13,18,13.6,13.7,13.65,13.7,-0.05,0.37%,"1,300",-,,
12/20/2012,TOTL,Total Kenya,13,18,13.6,13.8,13.7,13.65,0.05,0.36%,"17,500",-,,
12/21/2012,TOTL,Total Kenya,13,18,13.75,13.85,13.75,13.7,0.05,0.36%,"2,900",-,,
12/24/2012,TOTL,Total Kenya,13,18,13.8,13.8,13.8,13.75,0.05,0.36%,"15,700",-,,
12/27/2012,TOTL,Total Kenya,13,18,13.85,13.85,13.85,13.8,0.05,0.36%,300,-,,
12/28/2012,TOTL,Total Kenya,13,18,13.8,14,13.95,13.85,0.1,0.72%,"46,900",-,,
12/31/2012,TOTL,Total Kenya,13,18,13.8,14,13.8,13.95,-0.15,1.09%,"1,000",-,,
1/2/2009,TOTL,Total Kenya,12.65,18,31.75,32.5,32,32,-,-,"3,500",-,,
1/5/2009,TOTL,Total Kenya,12.65,18,32,32,32,32,-,-,"20,100",-,,
1/6/2009,TOTL,Total Kenya,12.65,18,31.5,32,31.75,32,-0.25,0.79%,"7,700",-,,
1/7/2009,TOTL,Total Kenya,12.65,18,31.5,33,32,31.75,0.25,0.78%,"9,000",-,,
1/8/2009,TOTL,Total Kenya,12.65,18,32,33,32,32,-,-,"27,300",-,,
1/9/2009,TOTL,Total Kenya,12.65,18,32.5,32.75,32.5,32,0.5,1.54%,"10,400",-,,
1/12/2009,TOTL,Total Kenya,12.65,18,32.5,34,33,32.5,0.5,1.52%,"31,900",-,,
1/13/2009,TOTL,Total Kenya,12.65,18,32,33,32.25,33,-0.75,2.33%,"18,500",-,,
1/14/2009,TOTL,Total Kenya,12.65,18,32,34,32.5,32.25,0.25,0.77%,"12,300",-,,
1/15/2009,TOTL,Total Kenya,12.65,18,32,33,32.5,32.5,-,-,"22,400",-,,
1/16/2009,TOTL,Total Kenya,12.65,18,32.5,33.5,33,32.5,0.5,1.52%,"14,300",-,,
1/19/2009,TOTL,Total Kenya,12.65,18,33.5,34,33.75,33,0.75,2.22%,"7,500",-,,
1/20/2009,TOTL,Total Kenya,12.65,18,33.5,34,33.5,33.75,-0.25,0.75%,"6,200",-,,
1/29/2009,TOTL,Total Kenya,12.65,18,33,33.75,33,33.5,-0.5,1.52%,"13,700",-,,
1/22/2009,TOTL,Total Kenya,12.65,18,32.75,33,32.75,33,-0.25,0.76%,"3,800",-,,
1/23/2009,TOTL,Total Kenya,12.65,18,32.75,33,32.75,32.75,-,-,"1,900",-,,
1/26/2009,TOTL,Total Kenya,12.65,18,32.5,33,32.75,32.75,-,-,"11,100",-,,
1/27/2009,TOTL,Total Kenya,12.65,18,32,32.75,32.25,32.75,-0.5,1.55%,"32,700",-,,
1/28/2009,TOTL,Total Kenya,12.65,18,30,32.75,30.5,32.25,-1.75,5.74%,"11,100",-,,
1/29/2009,TOTL,Total Kenya,12.65,18,30,31,30.25,30.5,-0.25,0.83%,"6,600",-,,
1/30/2009,TOTL,Total Kenya,12.65,18,30,30.5,30,30.25,-0.25,0.83%,"1,300",-,,
2/2/2009,TOTL,Total Kenya,12.65,18,28.5,30,28.5,30,-1.5,5.26%,"97,100",-,,
2/3/2009,TOTL,Total Kenya,12.65,18,28,29.75,29.5,28.5,1,3.39%,"13,800",-,,
4/2/2009,TOTL,Total Kenya,12.65,18,29.75,29.75,29.75,29.5,0.25,0.84%,"13,000",-,,
2/5/2009,TOTL,Total Kenya,12.65,18,28,29.75,29.25,29.75,-0.5,1.71%,"5,400",-,,
2/6/2009,TOTL,Total Kenya,12.65,18,29.5,30,29.75,29.25,0.5,1.68%,"27,700",-,,
2/9/2009,TOTL,Total Kenya,12.65,18,28,30,29.25,29.75,-0.5,1.71%,"21,000",-,,
2/10/2009,TOTL,Total Kenya,12.65,18,29.5,29.75,29.5,29.25,0.25,0.85%,"5,000",-,,
2/11/2009,TOTL,Total Kenya,12.65,18,28.5,29.5,29,29.5,-0.5,1.72%,"28,700",-,,
2/12/2009,TOTL,Total Kenya,12.65,18,28,29.75,28.5,29,-0.5,1.75%,"30,900",-,,
2/13/2009,TOTL,Total Kenya,12.65,18,29,30,29.5,28.5,1,3.39%,"21,800",-,,
2/16/2009,TOTL,Total Kenya,12.65,18,29.5,30,29.5,29.5,-,-,"12,200",-,,
2/17/2009,TOTL,Total Kenya,12.65,18,29,30.25,29,29.5,-0.5,1.72%,"36,500",-,,
2/18/2009,TOTL,Total Kenya,12.65,18,28.75,29.75,29,29,-,-,"7,000",-,,
2/19/2009,TOTL,Total Kenya,12.65,18,28,29,28.25,29,-0.75,2.65%,"2,500",-,,
2/20/2009,TOTL,Total Kenya,12.65,18,27.25,29,27.75,28.25,-0.5,1.80%,"7,200",-,,
2/23/2009,TOTL,Total Kenya,12.65,18,27,29,27.25,27.75,-0.5,1.83%,"12,300",-,,
2/24/2009,TOTL,Total Kenya,12.65,18,27.25,27.5,27.25,27.25,-,-,"4,800",-,,
2/25/2009,TOTL,Total Kenya,12.65,18,27.5,28,27.5,27.25,0.25,0.91%,"2,000",-,,
2/26/2009,TOTL,Total Kenya,12.65,18,26.5,28,27.75,27.5,0.25,0.90%,"50,000",-,,
2/27/2009,TOTL,Total Kenya,12.65,18,27.5,29.75,28,27.75,0.25,0.89%,"1,100",-,,
3/2/2009,TOTL,Total Kenya,12.65,18,27.5,29.5,28,28,-,-,"19,400",-,,
3/3/2009,TOTL,Total Kenya,12.65,18,28,29.75,28.75,28,0.75,2.61%,"2,700",-,,
3/4/2009,TOTL,Total Kenya,12.65,18,28,29,28,28.75,-0.75,2.68%,"3,000",-,,
3/5/2009,TOTL,Total Kenya,12.65,18,28,28.25,28,28,-,-,"8,100",-,,
3/6/2009,TOTL,Total Kenya,12.65,18,28.25,29,28.5,28,0.5,1.75%,"1,800",-,,
3/9/2009,TOTL,Total Kenya,12.65,18,28,30,28,28.5,-0.5,1.79%,"3,400",-,,
3/10/2009,TOTL,Total Kenya,12.65,18,28,29.75,28.5,28,0.5,1.75%,"5,500",-,,
3/11/2009,TOTL,Total Kenya,12.65,18,28,29.5,28.5,28.5,-,-,"13,200",-,,
3/12/2009,TOTL,Total Kenya,12.65,18,30,30,30,28.5,1.5,5.00%,"1,600",-,,
3/13/2009,TOTL,Total Kenya,12.65,18,30,32,31.5,30,1.5,4.76%,"3,200",-,,
3/16/2009,TOTL,Total Kenya,12.65,18,32.5,32.75,32.5,31.5,1,3.08%,"2,000",-,,
3/17/2009,TOTL,Total Kenya,12.65,18,30,32.5,32,32.5,-0.5,1.56%,"19,500",-,,
3/18/2009,TOTL,Total Kenya,12.65,18,32,32.5,32.25,32,0.25,0.78%,"23,100",-,,
3/19/2009,TOTL,Total Kenya,12.65,18,32,32.5,32.25,32.25,-,-,"4,300",-,,
3/20/2009,TOTL,Total Kenya,12.65,18,32,32.5,32,32.25,-0.25,0.78%,"47,500",-,,
3/23/2009,TOTL,Total Kenya,12.65,18,32,32,32,32,-,-,0,-,,
3/24/2009,TOTL,Total Kenya,12.65,18,32.25,33,32.5,32,0.5,1.54%,"16,500",-,,
3/25/2009,TOTL,Total Kenya,12.65,18,32.25,32.75,32.5,32.5,-,-,"8,200",-,,
3/26/2009,TOTL,Total Kenya,12.65,18,32.75,33,32.75,32.5,0.25,0.76%,"9,100",-,,
3/27/2009,TOTL,Total Kenya,12.65,18,32.75,33.25,33,32.75,0.25,0.76%,"16,900",-,,
3/30/2009,TOTL,Total Kenya,12.65,18,32.75,33.25,33,33,-,-,"12,100",-,,
3/31/2009,TOTL,Total Kenya,12.65,18,33,34,33,33,-,-,"8,100",-,,
4/1/2009,TOTL,Total Kenya,12.65,18,33,33.5,33,33,-,-,"6,600",-,,
4/2/2009,TOTL,Total Kenya,12.65,18,32.5,33,32.5,33,-0.5,1.54%,"8,700",-,,
4/3/2009,TOTL,Total Kenya,12.65,18,32.5,34,33,32.5,0.5,1.52%,"14,500",-,,
4/6/2009,TOTL,Total Kenya,12.65,18,33.5,34.5,34,33,1,2.94%,"7,800",-,,
4/7/2009,TOTL,Total Kenya,12.65,18,32,35,33.75,34,-0.25,0.74%,"69,200",-,,
4/8/2009,TOTL,Total Kenya,12.65,18,33.25,34.5,33.75,33.75,-,-,"47,600",-,,
4/9/2009,TOTL,Total Kenya,12.65,18,33.5,34,33.5,33.75,-0.25,0.75%,"28,800",-,,
4/14/2009,TOTL,Total Kenya,12.65,18,33.5,33.5,33.5,33.5,-,-,"10,500",-,,
4/15/2009,TOTL,Total Kenya,12.65,18,33.5,33.5,33.5,33.5,-,-,"9,600",-,,
4/16/2009,TOTL,Total Kenya,12.65,18,33.25,33.5,33.25,33.5,-0.25,0.75%,"9,600",-,,
4/17/2009,TOTL,Total Kenya,12.65,18,32.5,33.75,33,33.25,-0.25,0.76%,"24,300",-,,
4/20/2009,TOTL,Total Kenya,12.65,18,33.25,34,33.75,33,0.75,2.22%,"26,000",-,,
4/21/2009,TOTL,Total Kenya,12.65,18,33,34.5,34,33.75,0.25,0.74%,"12,500",-,,
4/22/2009,TOTL,Total Kenya,12.65,18,31,34.5,33.75,34,-0.25,0.74%,"65,700",-,,
4/23/2009,TOTL,Total Kenya,12.65,18,34,34.5,34,33.75,0.25,0.74%,"4,300",-,,
4/24/2009,TOTL,Total Kenya,12.65,18,33.75,35,34,34,-,-,"140,100",-,,
4/27/2009,TOTL,Total Kenya,12.65,18,34,34.5,34,34,-,-,"56,000",-,,
4/28/2009,TOTL,Total Kenya,12.65,18,34,34.5,34,34,-,-,"6,800",-,,
4/29/2009,TOTL,Total Kenya,12.65,18,34,35,34,34,-,-,"41,500",-,,
4/30/2009,TOTL,Total Kenya,12.65,18,34,34.5,34,34,-,-,"28,300",-,,
5/4/2009,TOTL,Total Kenya,12.65,18,34,34.25,34,34,-,-,"41,200",-,,
5/5/2009,TOTL,Total Kenya,12.65,18,34,34.5,34,34,-,-,"49,300",-,,
5/6/2009,TOTL,Total Kenya,12.65,18,34,34.5,34.25,34,0.25,0.73%,"16,300",-,,
5/7/2009,TOTL,Total Kenya,12.65,18,34.25,34.5,34.25,34.25,-,-,"15,400",-,,
5/8/2009,TOTL,Total Kenya,12.65,18,34.5,34.5,34.5,34.25,0.25,0.72%,"3,000",-,,
5/11/2009,TOTL,Total Kenya,12.65,18,34.75,34.75,34.75,34.5,0.25,0.72%,"4,600",-,,
5/12/2009,TOTL,Total Kenya,12.65,18,34.5,35,34.75,34.75,-,-,"15,300",-,,
5/13/2009,TOTL,Total Kenya,12.65,18,34.5,35,34.75,34.75,-,-,"43,400",-,,
5/14/2009,TOTL,Total Kenya,12.65,18,35,35.25,35,34.75,0.25,0.71%,"90,400",-,,
5/15/2009,TOTL,Total Kenya,12.65,18,35,35.5,35,35,-,-,"14,000",-,,
5/18/2009,TOTL,Total Kenya,12.65,18,35,35.5,35,35,-,-,"160,600",-,,
5/19/2009,TOTL,Total Kenya,12.65,18,34.5,35.5,35,35,-,-,"56,000",-,,
5/20/2009,TOTL,Total Kenya,12.65,18,34,35.25,34.75,35,-0.25,0.72%,"150,100",-,,
5/21/2009,TOTL,Total Kenya,12.65,18,31.5,33.75,32.25,34.75,-2.5,7.75%,"19,600",-,,
5/22/2009,TOTL,Total Kenya,12.65,18,30,30.25,30,32.25,-2.25,7.50%,"2,900",-,,
5/25/2009,TOTL,Total Kenya,12.65,18,30.5,31.5,30.75,30,0.75,2.44%,"17,700",-,,
5/26/2009,TOTL,Total Kenya,12.65,18,30.5,31.5,30.5,30.75,-0.25,0.82%,"25,600",-,,
5/27/2009,TOTL,Total Kenya,12.65,18,30,30.5,30,30.5,-0.5,1.67%,"36,900",-,,
5/28/2009,TOTL,Total Kenya,12.65,18,30,30.5,30,30,-,-,"13,900",-,,
5/29/2009,TOTL,Total Kenya,12.65,18,28.5,29.5,29,30,-1,3.45%,"86,200",-,,
6/2/2009,TOTL,Total Kenya,12.65,18,26.25,29,26.75,29,-2.25,8.41%,"75,100",-,,
6/3/2009,TOTL,Total Kenya,12.65,18,28,29,28.75,26.75,2,6.96%,"26,800",-,,
6/4/2009,TOTL,Total Kenya,12.65,18,29,31,30.5,28.75,1.75,5.74%,"267,700",-,,
6/5/2009,TOTL,Total Kenya,12.65,18,32.5,32.5,32.5,30.5,2,6.15%,"2,200",-,,
6/8/2009,TOTL,Total Kenya,12.65,18,32,32.5,32.25,32.5,-0.25,0.78%,"20,300",-,,
6/9/2009,TOTL,Total Kenya,12.65,18,30.5,32.5,31.25,32.25,-1,3.20%,"25,400",-,,
6/10/2009,TOTL,Total Kenya,12.65,18,31,32,31.25,31.25,-,-,"1,900",-,,
6/11/2009,TOTL,Total Kenya,12.65,18,30.75,31.5,31,31.25,-0.25,0.81%,"38,100",-,,
6/12/2009,TOTL,Total Kenya,12.65,18,31.25,31.5,31.25,31,0.25,0.80%,"3,600",-,,
6/15/2009,TOTL,Total Kenya,12.65,18,30.75,31.25,31,31.25,-0.25,0.81%,"34,800",-,,
6/16/2009,TOTL,Total Kenya,12.65,18,31,31.5,31.25,31,0.25,0.80%,"13,100",-,,
6/17/2009,TOTL,Total Kenya,12.65,18,31,31.5,31,31.25,-0.25,0.81%,"15,400",-,,
6/18/2009,TOTL,Total Kenya,12.65,18,31,32.25,31.5,31,0.5,1.59%,"36,900",-,,
6/19/2009,TOTL,Total Kenya,12.65,18,32,32,32,31.5,0.5,1.56%,"7,000",-,,
6/22/2009,TOTL,Total Kenya,12.65,18,31.5,32,31.5,32,-0.5,1.59%,"8,000",-,,
6/23/2009,TOTL,Total Kenya,12.65,18,30.75,32,30.75,31.5,-0.75,2.44%,"15,700",-,,
6/24/2009,TOTL,Total Kenya,12.65,18,30.25,30.75,30.5,30.75,-0.25,0.82%,"100,500",-,,
6/25/2009,TOTL,Total Kenya,12.65,18,30,31,30.25,30.5,-0.25,0.83%,"7,900",-,,
6/26/2009,TOTL,Total Kenya,12.65,18,31,31,31,30.25,0.75,2.42%,"6,000",-,,
6/29/2009,TOTL,Total Kenya,12.65,18,31,31.5,31,31,-,-,"3,500",-,,
6/30/2009,TOTL,Total Kenya,12.65,18,31,31.5,31,31,-,-,"7,700",-,,
7/1/2009,TOTL,Total Kenya,12.65,18,31.25,31.5,31.25,31,0.25,0.80%,"4,300",-,,
7/2/2009,TOTL,Total Kenya,12.65,18,30,31.5,30,31.25,-1.25,4.17%,"55,700",-,,
7/3/2009,TOTL,Total Kenya,12.65,18,31,32,31.75,30,1.75,5.51%,"76,300",-,,
7/6/2009,TOTL,Total Kenya,12.65,18,32,32.25,32,31.75,0.25,0.78%,"23,200",-,,
7/7/2009,TOTL,Total Kenya,12.65,18,32,32,32,32,-,-,"5,700",-,,
7/8/2009,TOTL,Total Kenya,12.65,18,31.75,32.25,31.75,32,-0.25,0.79%,"96,600",-,,
7/9/2009,TOTL,Total Kenya,12.65,18,31.25,32.5,31.75,31.75,-,-,"32,500",-,,
7/10/2009,TOTL,Total Kenya,12.65,18,31,31.75,31.5,31.75,-0.25,0.79%,"20,300",-,,
7/13/2009,TOTL,Total Kenya,12.65,18,31,32,31.25,31.5,-0.25,0.80%,"11,300",-,,
7/14/2009,TOTL,Total Kenya,12.65,18,30.25,31.75,31,31.25,-0.25,0.81%,"19,200",-,,
7/15/2009,TOTL,Total Kenya,12.65,18,31,31.5,31,31,-,-,"19,300",-,,
7/16/2009,TOTL,Total Kenya,12.65,18,30,31.5,30.75,31,-0.25,0.81%,"12,700",-,,
7/17/2009,TOTL,Total Kenya,12.65,18,31,31.5,31,30.75,0.25,0.81%,"29,700",-,,
7/20/2009,TOTL,Total Kenya,12.65,18,31.25,31.5,31.25,31,0.25,0.80%,"2,600",-,,
7/21/2009,TOTL,Total Kenya,12.65,18,30,31.25,30.5,31.25,-0.75,2.46%,"3,200",-,,
7/22/2009,TOTL,Total Kenya,12.65,18,30.5,31,30.75,30.5,0.25,0.81%,"5,700",-,,
7/23/2009,TOTL,Total Kenya,12.65,18,30.25,32,30.5,30.75,-0.25,0.82%,"7,900",-,,
7/24/2009,TOTL,Total Kenya,12.65,18,30,31,30.75,30.5,0.25,0.81%,"4,000",-,,
